car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
M1190900294,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:51:38+00:00,2021-12-08T16:00:10+00:00,2021.11.15 ~ 2021.12.08,0.28,40.0,15.25,100.0,0.0084,94.84,100.0,61.0,13.9,87.7,77.09,5.4,71.69
M1200606135,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:37:35+00:00,2021-12-08T21:51:54+00:00,2021.11.15 ~ 2021.12.08,0.5,40.0,20.61,100.0,0.0163,71.53,90.0,248.0,35.8,100.0,73.59,5.4,68.19
M1200606138,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:39:07+00:00,2021-12-05T15:57:39+00:00,2021.11.15 ~ 2021.12.05,0.37,40.0,15.86,100.0,0.0081,95.09,90.0,62.0,21.6,86.29,75.23,5.4,69.83
M1200606139,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:50:21+00:00,2021-11-24T15:18:36+00:00,2021.11.15 ~ 2021.11.24,0.32,40.0,16.52,100.0,0.0082,95.04,88.68,38.0,17.4,89.47,75.53,5.4,70.13
M1200606141,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:37:47+00:00,2021-12-08T23:51:09+00:00,2021.10.12 ~ 2021.12.08,0.29,40.0,17.67,100.0,0.0074,95.93,90.0,191.0,18.0,85.08,75.17,5.4,69.77
M1200606142,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:01:16+00:00,2021-12-08T22:51:03+00:00,2021.10.12 ~ 2021.12.08,0.27,40.0,19.33,100.0,0.0083,94.93,90.0,184.0,13.9,84.24,74.86,5.4,69.46
M1200606144,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:24:42+00:00,2021-12-08T23:57:04+00:00,2021.11.15 ~ 2021.12.08,0.4,40.0,15.85,100.0,0.0163,71.56,90.0,837.0,24.8,63.02,67.43,5.4,62.03
M1200606145,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:11:35+00:00,2021-12-08T22:13:52+00:00,2021.11.15 ~ 2021.12.08,0.36,40.0,17.31,100.0,0.0092,93.68,90.0,158.0,20.2,94.3,76.33,5.4,70.93
M1200606146,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:51:13+00:00,2021-12-08T23:45:21+00:00,2021.11.15 ~ 2021.12.08,0.26,40.0,14.9,100.0,0.0087,94.37,90.0,10.0,13.2,75.0,73.23,5.4,67.83
M1200606150,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:59:15+00:00,2021-12-08T23:41:52+00:00,2021.11.15 ~ 2021.12.08,0.34,40.0,16.33,100.0,0.0086,94.51,90.0,83.0,12.2,80.12,74.11,5.4,68.71
M1200606151,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:15:26+00:00,2021-12-08T23:36:24+00:00,2021.11.15 ~ 2021.12.08,0.35,40.0,16.39,100.0,0.0089,94.15,90.0,84.0,13.1,83.33,74.58,5.4,69.18
M1200606152,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:51:43+00:00,2021-12-08T20:31:23+00:00,2021.11.15 ~ 2021.12.08,0.32,40.0,15.64,100.0,0.0083,94.9,90.0,142.0,17.2,76.06,73.49,5.4,68.09
M1200606153,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:50:52+00:00,2021-12-08T23:07:57+00:00,2021.11.15 ~ 2021.12.08,0.36,40.0,16.16,100.0,0.008,95.3,90.0,82.0,12.6,80.49,74.3,5.4,68.9
M1200606154,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:52:18+00:00,2021-12-08T23:25:56+00:00,2021.11.15 ~ 2021.12.08,0.36,40.0,17.31,100.0,0.0094,93.39,90.0,57.0,20.9,85.09,74.75,5.4,69.35
M1200606155,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T22:07:21+00:00,2021-12-08T23:14:10+00:00,2021.11.15 ~ 2021.12.08,0.31,40.0,17.13,100.0,0.0096,93.02,90.0,110.0,19.2,90.91,75.65,5.4,70.25
M1200606156,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:41:04+00:00,2021-12-08T23:48:43+00:00,2021.11.15 ~ 2021.12.08,0.34,40.0,16.09,100.0,0.0084,94.79,90.0,124.0,12.8,83.47,74.71,5.4,69.31
M1200606157,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-23T14:50:01+00:00,2021-12-08T22:59:00+00:00,2021.11.23 ~ 2021.12.08,0.33,40.0,14.96,100.0,0.0081,95.18,90.0,38.0,16.4,89.47,75.78,5.4,70.38
M1200606161,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-16T14:10:00+00:00,2021-12-08T11:23:40+00:00,2021.11.16 ~ 2021.12.08,3.33,40.49,13.15,100.0,0.0081,95.19,90.0,26.0,4.5,88.46,75.77,5.4,70.37
M1200606162,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:27:02+00:00,2021-12-03T16:58:09+00:00,2021.11.17 ~ 2021.12.03,3.43,41.73,15.59,100.0,0.0074,95.93,90.0,226.0,1.9,94.91,77.39,5.4,71.99
M1200606165,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-16T20:41:03+00:00,2021-12-02T17:19:46+00:00,2021.11.16 ~ 2021.12.02,1.82,40.0,11.57,100.0,0.0104,91.68,90.0,3.0,7.3,83.33,74.17,5.4,68.77
M1200606166,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:47:20+00:00,2021-12-08T17:21:15+00:00,2021.11.17 ~ 2021.12.08,1.31,40.0,10.56,100.0,0.0067,96.53,90.0,42.0,23.1,90.48,76.17,5.4,70.77
M1200606168,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T06:11:20+00:00,2021-12-08T23:06:28+00:00,2021.11.17 ~ 2021.12.08,1.25,40.0,11.16,100.0,0.0077,95.61,90.0,44.0,13.3,68.18,72.3,5.4,66.9
M1200606169,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:43:36+00:00,2021-12-08T22:00:50+00:00,2021.11.17 ~ 2021.12.08,3.1,40.0,16.11,100.0,0.0063,96.88,90.0,116.0,2.1,84.05,75.15,5.4,69.75
M1200606170,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:40:56+00:00,2021-12-07T15:39:45+00:00,2021.11.17 ~ 2021.12.07,2.4,40.0,11.59,100.0,0.0084,94.84,90.0,88.0,4.2,93.18,76.34,5.4,70.94
M1200606172,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T09:32:51+00:00,2021-12-08T10:30:17+00:00,2021.11.18 ~ 2021.12.08,2.19,40.0,8.5,100.0,0.0073,95.99,90.0,31.0,1.0,98.39,77.4,5.4,72.0
M1200606173,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:54:26+00:00,2021-12-08T18:46:11+00:00,2021.11.17 ~ 2021.12.08,2.91,40.0,15.26,100.0,0.038,40.0,90.0,378.0,35.9,92.33,67.05,5.4,61.65
M1200606174,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T21:01:32+00:00,2021-12-07T17:37:31+00:00,2021.11.15 ~ 2021.12.07,2.79,40.0,10.01,100.0,0.0073,96.01,90.0,38.0,4.0,69.74,72.62,5.4,67.22
M1200606175,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:59:08+00:00,2021-12-08T23:58:20+00:00,2021.11.17 ~ 2021.12.08,2.14,40.0,15.14,100.0,0.0062,96.95,90.0,15.0,17.7,86.67,75.6,5.4,70.2
M1200606176,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:15:48+00:00,2021-11-23T13:16:55+00:00,2021.11.17 ~ 2021.11.23,2.38,40.0,15.12,100.0,0.0056,97.36,100.0,8.0,7.1,81.25,76.44,5.4,71.04
M1200606177,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T14:03:56+00:00,2021-12-02T16:54:30+00:00,2021.11.18 ~ 2021.12.02,3.65,44.68,17.2,100.0,0.0093,93.56,90.0,124.0,0.5,88.71,76.94,5.4,71.54
M1200606178,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:20:07+00:00,2021-12-08T16:11:33+00:00,2021.11.17 ~ 2021.12.08,2.25,40.0,8.4,100.0,0.0097,92.85,90.0,168.0,1.8,100.0,77.14,5.4,71.74
M1200606179,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:46:28+00:00,2021-12-08T15:47:10+00:00,2021.11.17 ~ 2021.12.08,1.53,40.0,15.0,100.0,0.0075,95.77,90.0,148.0,4.0,100.0,77.63,5.4,72.23
M1200606180,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:46:59+00:00,2021-12-08T18:17:00+00:00,2021.11.17 ~ 2021.12.08,3.24,40.0,18.24,100.0,0.0212,42.29,90.0,1134.0,6.5,97.88,68.36,5.4,62.96
M1200606181,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:57:05+00:00,2021-12-08T16:33:16+00:00,2021.11.17 ~ 2021.12.08,3.86,47.45,18.54,100.0,0.0094,93.47,90.0,103.0,1.2,93.69,78.68,5.4,73.28
M1200606182,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:46:21+00:00,2021-12-08T13:35:38+00:00,2021.11.17 ~ 2021.12.08,2.25,40.0,9.29,100.0,0.0072,96.06,90.0,66.0,1.7,96.21,77.05,5.4,71.65
M1200606184,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:57:19+00:00,2021-12-08T15:36:36+00:00,2021.11.17 ~ 2021.12.08,2.15,40.0,8.33,100.0,0.0087,94.39,90.0,79.0,0.9,100.0,77.4,5.4,72.0
M1200606187,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:07:28+00:00,2021-12-08T18:30:44+00:00,2021.11.17 ~ 2021.12.08,3.31,40.18,15.08,100.0,0.0078,95.47,90.0,156.0,2.0,91.99,76.3,5.4,70.9
M1200606188,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T14:02:02+00:00,2021-11-17T17:57:50+00:00,2021.11.17 ~ 2021.11.17,3.82,47.02,17.05,100.0,0.0049,97.76,90.0,1.0,0.5,100.0,80.3,5.4,74.9
M1200606189,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:57:19+00:00,2021-12-08T18:25:01+00:00,2021.11.17 ~ 2021.12.08,2.03,40.0,12.42,100.0,0.0088,94.33,90.0,92.0,2.8,92.93,76.21,5.4,70.81
M1200606190,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-19T15:06:45+00:00,2021-12-03T16:54:45+00:00,2021.11.19 ~ 2021.12.03,2.09,40.0,3.23,100.0,0.009,93.95,90.0,,,80.0,73.99,5.4,68.59
M1200606191,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T14:25:22+00:00,2021-12-07T22:23:08+00:00,2021.11.17 ~ 2021.12.07,3.06,40.0,17.62,100.0,0.0157,74.7,90.0,550.0,5.1,93.0,72.95,5.4,67.55
M1200606193,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:46:17+00:00,2021-12-08T15:15:03+00:00,2021.11.17 ~ 2021.12.08,2.26,40.0,12.7,100.0,0.0062,96.94,90.0,100.0,1.7,90.5,76.24,5.4,70.84
M1200606194,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:46:06+00:00,2021-12-08T16:33:52+00:00,2021.11.17 ~ 2021.12.08,2.47,40.0,15.7,100.0,0.0077,95.62,90.0,153.0,1.4,90.85,76.08,5.4,70.68
M1200606195,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:43:42+00:00,2021-12-07T17:12:49+00:00,2021.11.17 ~ 2021.12.07,3.66,44.8,19.15,100.0,0.0088,94.32,90.0,382.0,1.0,99.21,78.86,5.4,73.46
M1200606196,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-02T14:07:03+00:00,2021-12-07T19:05:57+00:00,2021.12.02 ~ 2021.12.07,3.69,45.2,16.62,100.0,0.0076,95.64,90.0,72.0,1.1,94.44,78.42,5.4,73.02
M1200606197,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-11T04:00:24+00:00,2021-12-08T17:07:48+00:00,2021.11.11 ~ 2021.12.08,3.31,40.12,18.39,100.0,0.0049,97.78,90.0,9.0,3.7,83.33,75.23,5.4,69.83
M1200606199,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:44:20+00:00,2021-12-08T14:30:04+00:00,2021.11.17 ~ 2021.12.08,2.49,40.0,7.74,100.0,0.0108,90.91,90.0,60.0,0.5,92.5,75.57,5.4,70.17
M1200606200,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T14:13:13+00:00,2021-12-08T15:32:24+00:00,2021.11.17 ~ 2021.12.08,3.03,40.0,12.71,100.0,0.008,95.27,90.0,107.0,0.5,92.99,76.38,5.4,70.98
M1200606201,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T14:18:29+00:00,2021-12-08T18:19:29+00:00,2021.11.17 ~ 2021.12.08,2.29,40.0,9.58,100.0,0.0079,95.36,90.0,39.0,0.5,94.87,76.7,5.4,71.3
M1200606202,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:15:35+00:00,2021-11-17T13:15:35+00:00,2021.11.17 ~ 2021.11.17,,0.0,7.0,100.0,,99.33,80.0,,,80.0,59.89,5.4,54.49
M1200606203,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T09:36:53+00:00,2021-12-08T20:39:32+00:00,2021.11.18 ~ 2021.12.08,3.04,40.0,14.36,100.0,0.0083,94.89,90.0,145.0,1.3,96.21,76.85,5.4,71.45
M1200606204,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T10:01:50+00:00,2021-11-25T09:44:59+00:00,2021.11.18 ~ 2021.11.25,3.39,41.23,15.27,100.0,0.009,93.98,100.0,31.0,1.6,100.0,79.41,5.4,74.01
M1200606207,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:50:32+00:00,2021-12-08T15:45:36+00:00,2021.11.17 ~ 2021.12.08,1.22,40.0,15.92,100.0,0.0061,97.03,88.52,20.0,11.6,75.0,73.43,5.4,68.03
M1200606208,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-16T10:46:04+00:00,2021-12-08T18:01:03+00:00,2021.11.16 ~ 2021.12.08,1.32,40.0,17.14,100.0,0.0122,87.54,74.7,57.0,1.6,99.12,73.56,5.4,68.16
M1200606209,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:46:06+00:00,2021-11-24T05:17:32+00:00,2021.11.17 ~ 2021.11.24,1.29,40.0,6.53,100.0,0.0052,97.61,90.0,9.0,6.2,100.0,77.94,5.4,72.54
M1200606212,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:52:29+00:00,2021-11-27T19:37:46+00:00,2021.11.15 ~ 2021.11.27,0.29,40.0,16.79,100.0,0.0078,95.46,90.0,34.0,11.2,77.94,73.9,5.4,68.5
M1200606215,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T19:39:03+00:00,2021-12-08T22:57:08+00:00,2021.11.15 ~ 2021.12.08,0.33,40.0,15.86,100.0,0.0132,84.67,90.0,476.0,40.5,98.95,75.6,5.4,70.2
M1200606216,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:52:41+00:00,2021-12-08T23:36:47+00:00,2021.11.15 ~ 2021.12.08,0.5,40.0,16.96,100.0,0.0079,95.38,90.0,62.0,9.5,96.77,77.03,5.4,71.63
M1200606218,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T18:51:31+00:00,2021-12-08T23:01:06+00:00,2021.11.15 ~ 2021.12.08,0.33,40.0,16.33,100.0,0.0084,94.75,90.0,58.0,17.5,87.93,75.45,5.4,70.05
M1200606222,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-23T11:17:44+00:00,2021-12-08T23:50:11+00:00,2021.11.23 ~ 2021.12.08,0.37,40.0,17.79,100.0,0.008,95.28,78.95,224.0,6.9,95.98,75.03,5.4,69.63
M1200606223,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-29T11:30:07+00:00,2021-12-08T23:56:03+00:00,2021.10.29 ~ 2021.12.08,0.33,40.0,19.62,100.0,0.0158,73.97,40.0,373.0,9.2,81.23,62.53,5.4,57.13
M1200606224,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:54:26+00:00,2021-12-08T23:55:45+00:00,2021.10.12 ~ 2021.12.08,0.25,40.0,19.08,100.0,0.0072,96.11,40.0,358.0,24.8,87.43,67.26,5.4,61.86
M1200606225,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:58:22+00:00,2021-10-24T00:03:12+00:00,2021.10.06 ~ 2021.10.24,0.16,40.0,20.49,100.0,0.0221,40.0,90.0,1428.0,42.9,92.05,67.01,5.4,61.61
M1200606229,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-01T13:38:21+00:00,2021-12-03T12:10:16+00:00,2021.11.01 ~ 2021.12.03,3.11,40.0,11.33,100.0,0.0069,96.38,100.0,97.0,0.7,100.0,79.4,5.4,74.0
M1200606230,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-22T09:40:01+00:00,2021-12-06T15:50:36+00:00,2021.11.22 ~ 2021.12.06,3.73,45.8,15.01,100.0,0.0077,95.56,90.0,160.0,0.5,95.94,78.85,5.4,73.45
M1200606234,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:46:05+00:00,2021-12-01T18:42:42+00:00,2021.11.17 ~ 2021.12.01,1.84,40.0,12.02,100.0,0.0066,96.62,90.0,8.0,2.4,81.25,74.65,5.4,69.25
M1200606235,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:01:41+00:00,2021-12-08T15:18:06+00:00,2021.11.17 ~ 2021.12.08,2.36,40.0,8.82,100.0,0.0066,96.64,90.0,82.0,1.0,100.0,77.77,5.4,72.37
M1200606238,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:47:15+00:00,2021-12-03T14:42:34+00:00,2021.11.17 ~ 2021.12.03,2.1,40.0,15.39,100.0,0.0092,93.67,90.0,31.0,1.4,96.77,76.74,5.4,71.34
M1200606239,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-11T09:32:13+00:00,2021-11-25T14:29:41+00:00,2021.11.11 ~ 2021.11.25,2.3,40.0,13.34,100.0,0.0077,95.64,90.0,55.0,1.2,84.55,75.03,5.4,69.63
M1200606240,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-11T14:03:52+00:00,2021-12-03T14:22:20+00:00,2021.11.11 ~ 2021.12.03,2.07,40.0,10.25,100.0,0.0099,92.63,90.0,39.0,18.3,88.46,75.18,5.4,69.78
M1200606242,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T15:01:21+00:00,2021-12-08T17:20:16+00:00,2021.11.18 ~ 2021.12.08,1.84,40.0,12.68,100.0,0.0062,96.95,90.0,55.0,3.7,99.09,77.67,5.4,72.27
M1200606243,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:55:25+00:00,2021-12-05T16:31:03+00:00,2021.11.17 ~ 2021.12.05,2.3,40.0,14.65,100.0,0.0109,90.69,76.85,154.0,0.7,95.13,73.78,5.4,68.38
M1200606244,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-25T16:07:17+00:00,2021-12-08T13:28:51+00:00,2021.11.25 ~ 2021.12.08,2.09,40.0,9.49,100.0,0.0086,94.52,90.0,28.0,5.0,100.0,77.42,5.4,72.02
M1200606245,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T09:34:47+00:00,2021-11-28T17:34:09+00:00,2021.11.15 ~ 2021.11.28,3.15,40.0,18.03,100.0,0.0081,95.12,90.0,340.0,1.4,93.53,76.44,5.4,71.04
M1200606246,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T10:59:58+00:00,2021-12-08T15:17:23+00:00,2021.11.18 ~ 2021.12.08,2.15,40.0,8.13,100.0,0.0093,93.5,79.01,129.0,0.7,100.0,75.42,5.4,70.02
M1200606247,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-11T00:04:25+00:00,2021-12-08T14:17:51+00:00,2021.11.11 ~ 2021.12.08,2.68,40.0,10.98,100.0,0.0097,92.89,90.0,157.0,2.7,98.09,76.83,5.4,71.43
M1200606248,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:23:26+00:00,2021-12-08T17:36:11+00:00,2021.11.17 ~ 2021.12.08,2.48,40.0,10.53,100.0,0.0067,96.56,90.0,65.0,3.6,84.62,75.2,5.4,69.8
M1200606249,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T11:00:08+00:00,2021-12-08T15:16:13+00:00,2021.11.17 ~ 2021.12.08,2.32,40.0,10.35,100.0,0.008,95.26,100.0,65.0,2.4,97.69,78.82,5.4,73.42
M1200606250,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-04T14:58:16+00:00,2021-12-08T15:39:18+00:00,2021.11.04 ~ 2021.12.08,1.94,40.0,9.15,100.0,0.0058,97.22,90.0,78.0,1.4,96.15,77.23,5.4,71.83
M1200606251,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T13:53:10+00:00,2021-12-08T15:20:09+00:00,2021.11.18 ~ 2021.12.08,2.18,40.0,8.42,100.0,0.0115,89.38,78.05,111.0,0.9,100.0,74.57,5.4,69.17
M1200606252,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:16:40+00:00,2021-12-08T17:10:19+00:00,2021.11.17 ~ 2021.12.08,2.81,40.0,12.34,100.0,0.0086,94.55,90.0,97.0,2.5,89.69,75.71,5.4,70.31
M1200606253,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T14:18:35+00:00,2021-12-08T17:11:17+00:00,2021.11.17 ~ 2021.12.08,2.67,40.0,11.99,100.0,0.0079,95.42,90.0,93.0,2.1,94.09,76.58,5.4,71.18
M1200606254,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-12T17:07:51+00:00,2021-12-02T15:03:41+00:00,2021.11.12 ~ 2021.12.02,2.55,40.0,14.7,100.0,0.0094,93.35,90.0,114.0,1.2,92.98,76.06,5.4,70.66
M1200606255,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T10:43:46+00:00,2021-12-08T16:05:43+00:00,2021.11.15 ~ 2021.12.08,1.42,40.0,11.8,100.0,0.019,55.96,90.0,172.0,33.2,94.77,70.12,5.4,64.72
M1200606256,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T15:05:10+00:00,2021-12-08T15:13:05+00:00,2021.11.17 ~ 2021.12.08,2.12,40.0,11.24,100.0,0.0056,97.34,90.0,17.0,8.4,97.06,77.4,5.4,72.0
M1200606257,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-14T14:48:45+00:00,2021-12-02T18:29:15+00:00,2021.11.14 ~ 2021.12.02,2.27,40.0,15.43,100.0,0.0061,97.02,100.0,62.0,4.2,93.55,78.43,5.4,73.03
M1200606258,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-24T09:25:38+00:00,2021-12-07T15:59:13+00:00,2021.11.24 ~ 2021.12.07,,0.0,19.44,100.0,0.0034,98.44,90.0,6.0,2.3,100.0,64.74,5.4,59.34
M1200606260,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-16T13:14:21+00:00,2021-12-02T17:01:23+00:00,2021.11.16 ~ 2021.12.02,1.14,40.0,13.82,100.0,0.0074,95.86,90.0,104.0,2.9,100.0,77.64,5.4,72.24
