car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
M1200606261,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:28:36+00:00,2021-11-22T10:20:27+00:00,2021.11.17 ~ 2021.11.22,2.77,40.0,12.52,100.0,0.0072,96.05,90.0,14.0,8.4,85.71,75.29,5.4,69.89
M1200606262,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T16:44:50+00:00,2021-12-07T17:01:20+00:00,2021.11.17 ~ 2021.12.07,2.21,40.0,9.11,100.0,0.0076,95.71,87.14,76.0,1.3,93.42,76.04,5.4,70.64
M1200606263,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T12:20:53+00:00,2021-12-06T14:34:48+00:00,2021.11.18 ~ 2021.12.06,1.8,40.0,10.04,100.0,0.0074,95.91,76.25,47.0,4.4,100.0,75.36,5.4,69.96
M1200606264,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-03T12:47:33+00:00,2021-12-08T15:02:02+00:00,2021.11.03 ~ 2021.12.08,1.83,40.0,12.78,100.0,0.0089,94.17,90.0,161.0,2.1,99.07,77.21,5.4,71.81
M1200606265,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-09T02:31:35+00:00,2021-11-23T07:45:24+00:00,2021.11.09 ~ 2021.11.23,3.29,40.0,12.01,100.0,0.0052,97.57,90.0,3.0,32.2,100.0,77.93,5.4,72.53
M1200606267,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:26:58+00:00,2021-12-08T17:27:06+00:00,2021.11.17 ~ 2021.12.08,2.16,40.0,11.55,100.0,0.0078,95.51,90.0,177.0,1.5,100.0,77.59,5.4,72.19
M1200606269,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-12T13:52:00+00:00,2021-12-08T18:59:51+00:00,2021.11.12 ~ 2021.12.08,2.26,40.0,12.93,100.0,0.0073,96.04,90.0,230.0,2.8,93.91,76.66,5.4,71.26
M1200606270,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T10:44:10+00:00,2021-12-08T10:46:00+00:00,2021.11.18 ~ 2021.12.08,2.61,40.0,16.91,100.0,0.0061,96.97,90.0,49.0,5.1,86.73,75.62,5.4,70.22
M1200606272,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:43:49+00:00,2021-12-08T23:38:03+00:00,2021.11.17 ~ 2021.12.08,3.61,44.16,21.66,100.0,0.0078,95.43,90.0,5.0,16.7,100.0,78.96,5.4,73.56
M1200606273,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T14:02:54+00:00,2021-12-08T14:45:41+00:00,2021.11.17 ~ 2021.12.08,1.8,40.0,8.07,100.0,0.0527,40.0,90.0,103.0,2.6,95.63,67.61,5.4,62.21
M1200606274,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:43:57+00:00,2021-12-08T14:44:22+00:00,2021.11.17 ~ 2021.12.08,2.15,40.0,7.17,100.0,0.009,94.03,90.0,53.0,2.2,92.45,76.08,5.4,70.68
M1200606275,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:42:44+00:00,2021-12-02T20:29:10+00:00,2021.11.17 ~ 2021.12.02,2.47,40.0,7.55,100.0,0.0078,95.45,90.0,96.0,1.1,100.0,77.58,5.4,72.18
M1200606276,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T13:41:03+00:00,2021-12-08T17:05:18+00:00,2021.11.17 ~ 2021.12.08,1.82,40.0,9.83,100.0,0.0114,89.56,90.0,63.0,10.6,100.0,76.59,5.4,71.19
M1200606277,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:48:56+00:00,2021-11-30T18:10:28+00:00,2021.11.17 ~ 2021.11.30,2.97,40.0,16.01,100.0,0.0092,93.68,90.0,99.0,1.2,100.0,77.28,5.4,71.88
M1200606279,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:43:34+00:00,2021-12-08T17:16:50+00:00,2021.11.17 ~ 2021.12.08,2.63,40.0,17.27,100.0,0.0078,95.48,90.0,459.0,0.9,98.47,77.33,5.4,71.93
M1200606280,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T09:48:50+00:00,2021-12-08T18:44:26+00:00,2021.11.17 ~ 2021.12.08,2.3,40.0,16.79,100.0,0.0062,96.94,100.0,401.0,1.8,100.0,79.49,5.4,74.09
M1200606281,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-16T03:22:46+00:00,2021-11-21T15:15:54+00:00,2021.11.16 ~ 2021.11.21,3.25,40.0,16.9,100.0,0.008,95.21,90.0,80.0,4.5,100.0,77.54,5.4,72.14
M1200606282,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-19T15:07:32+00:00,2021-12-03T16:53:58+00:00,2021.11.19 ~ 2021.12.03,,0.0,9.2,100.0,0.004,98.2,90.0,,,80.0,61.37,5.4,55.97
M1200606283,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T16:40:54+00:00,2021-12-06T16:18:13+00:00,2021.11.17 ~ 2021.12.06,3.03,40.0,14.36,100.0,0.0105,91.5,100.0,320.0,4.3,98.44,78.32,5.4,72.92
M1200606285,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-12T15:31:27+00:00,2021-11-24T13:35:00+00:00,2021.11.12 ~ 2021.11.24,3.71,45.54,10.38,100.0,0.0122,87.58,78.19,29.0,3.7,77.59,72.41,5.4,67.01
M1200606286,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T10:22:00+00:00,2021-11-26T17:03:31+00:00,2021.11.18 ~ 2021.11.26,3.45,41.97,13.48,100.0,0.0111,90.16,90.0,162.0,0.7,97.53,76.94,5.4,71.54
M1200606287,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-18T11:46:33+00:00,2021-11-18T11:46:33+00:00,2021.11.18 ~ 2021.11.18,,0.0,8.75,100.0,0.02,50.0,80.0,,,80.0,51.67,5.4,46.27
M1200606289,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T00:27:35+00:00,2021-12-08T16:26:17+00:00,2021.11.17 ~ 2021.12.08,3.09,40.0,15.32,100.0,0.0066,96.61,90.0,19.0,3.8,92.11,76.45,5.4,71.05
M1200606290,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T13:31:37+00:00,2021-12-08T16:01:08+00:00,2021.11.15 ~ 2021.12.08,2.14,40.0,11.73,100.0,0.0273,40.0,90.0,183.0,12.0,100.0,68.33,5.4,62.93
M1200606291,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-15T13:47:20+00:00,2021-12-08T19:04:23+00:00,2021.11.15 ~ 2021.12.08,1.37,40.0,8.55,100.0,0.0092,93.72,90.0,162.0,0.8,96.91,76.77,5.4,71.37
M1200606292,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-16T06:50:16+00:00,2021-12-08T22:36:38+00:00,2021.11.16 ~ 2021.12.08,3.71,45.56,13.62,100.0,0.007,96.29,90.0,153.0,3.0,99.67,79.51,5.4,74.11
M1200606297,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-25T08:37:45+00:00,2021-11-09T17:21:45+00:00,2021.10.25 ~ 2021.11.09,0.37,40.0,17.79,100.0,0.0058,97.24,90.0,40.0,6.6,95.0,77.04,5.4,71.64
M1200606299,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:59:37+00:00,2021-12-08T23:12:00+00:00,2021.10.12 ~ 2021.12.08,0.32,40.0,17.87,100.0,0.0063,96.85,90.0,73.0,25.2,91.78,76.44,5.4,71.04
M1200607101,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T16:44:06+00:00,2021-12-08T17:15:13+00:00,2021.10.13 ~ 2021.12.08,2.5,40.0,13.83,100.0,0.0164,71.03,90.0,249.0,7.6,66.67,67.95,5.4,62.55
M1200607105,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:36+00:00,2021-12-08T17:13:51+00:00,2021.10.06 ~ 2021.12.08,1.96,40.0,17.78,100.0,0.0237,40.0,90.0,412.0,16.6,98.42,68.07,5.4,62.67
M1200607106,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:13:41+00:00,2021-12-08T15:40:43+00:00,2021.10.06 ~ 2021.12.08,1.65,40.0,16.89,100.0,0.0062,96.92,90.0,651.0,2.0,98.16,77.51,5.4,72.11
M1200607107,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:12:33+00:00,2021-11-15T12:17:34+00:00,2021.10.06 ~ 2021.11.15,1.48,40.0,23.2,100.0,0.0071,96.2,90.0,160.0,6.9,99.38,77.6,5.4,72.2
M1200607109,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-14T12:19:54+00:00,2021-12-08T17:01:33+00:00,2021.10.14 ~ 2021.12.08,1.69,40.0,19.61,100.0,0.0101,92.22,90.0,240.0,5.5,98.75,76.83,5.4,71.43
M1200607111,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:16:16+00:00,2021-12-06T16:45:54+00:00,2021.10.13 ~ 2021.12.06,2.14,40.0,15.5,100.0,0.0068,96.44,90.0,350.0,2.4,93.0,76.57,5.4,71.17
M1200607112,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:01:58+00:00,2021-11-17T17:38:10+00:00,2021.10.12 ~ 2021.11.17,1.83,40.0,17.5,100.0,0.0091,93.9,90.0,329.0,4.3,98.78,77.11,5.4,71.71
M1200607113,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:10:30+00:00,2021-12-07T10:56:01+00:00,2021.10.06 ~ 2021.12.07,1.88,40.0,11.48,100.0,0.0088,94.31,90.0,273.0,3.9,100.0,77.38,5.4,71.98
M1200607114,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:05:29+00:00,2021-12-08T14:58:52+00:00,2021.10.06 ~ 2021.12.08,2.48,40.0,14.38,100.0,0.0112,89.94,90.0,356.0,2.8,99.58,76.59,5.4,71.19
M1200607116,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T16:06:47+00:00,2021-12-08T14:14:07+00:00,2021.10.13 ~ 2021.12.08,1.59,40.0,12.4,100.0,0.0064,96.78,79.54,230.0,1.1,100.0,76.05,5.4,70.65
M1200607117,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:00:09+00:00,2021-12-08T13:58:46+00:00,2021.10.06 ~ 2021.12.08,1.68,40.0,14.8,100.0,0.0084,94.82,90.0,389.0,1.8,100.0,77.47,5.4,72.07
M1200607118,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:10:36+00:00,2021-12-08T15:47:45+00:00,2021.10.06 ~ 2021.12.08,1.96,40.0,14.53,100.0,0.0239,40.0,90.0,214.0,12.5,97.66,67.94,5.4,62.54
M1200607120,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:04:04+00:00,2021-12-08T16:27:37+00:00,2021.10.06 ~ 2021.12.08,1.57,40.0,15.87,100.0,0.0112,90.09,90.0,133.0,0.8,95.49,75.93,5.4,70.53
M1200607122,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T13:07:36+00:00,2021-10-25T14:31:56+00:00,2021.10.13 ~ 2021.10.25,0.82,40.0,21.57,100.0,0.0083,94.88,90.0,1.0,0.5,100.0,77.48,5.4,72.08
M1200607123,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-19T09:35:05+00:00,2021-12-08T15:14:03+00:00,2021.10.19 ~ 2021.12.08,1.97,40.0,13.19,100.0,0.0089,94.18,76.17,403.0,1.6,99.13,74.91,5.4,69.51
M1200607124,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:30+00:00,2021-12-08T16:56:12+00:00,2021.10.12 ~ 2021.12.08,2.21,40.0,19.41,100.0,0.0062,96.95,90.0,91.0,1.1,90.11,76.18,5.4,70.78
M1200607126,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-20T14:20:04+00:00,2021-11-09T14:14:22+00:00,2021.10.20 ~ 2021.11.09,1.57,40.0,16.59,100.0,0.0062,96.92,90.0,147.0,3.1,91.84,76.46,5.4,71.06
M1200607128,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:06:11+00:00,2021-12-08T14:32:11+00:00,2021.10.06 ~ 2021.12.08,1.62,40.0,11.53,100.0,0.0073,95.96,79.27,404.0,0.8,100.0,75.87,5.4,70.47
M1200607131,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:48+00:00,2021-12-06T15:08:36+00:00,2021.10.12 ~ 2021.12.06,1.43,40.0,19.01,100.0,0.0066,96.61,90.0,134.0,1.9,100.0,77.77,5.4,72.37
M1200607132,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-31T09:00:24+00:00,2021-11-01T13:18:10+00:00,2021.10.31 ~ 2021.11.01,1.97,40.0,16.37,100.0,0.0732,40.0,90.0,7.0,43.1,100.0,68.33,5.4,62.93
M1200607133,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-15T09:55:49+00:00,2021-12-08T15:23:28+00:00,2021.10.15 ~ 2021.12.08,2.07,40.0,14.54,100.0,0.0097,92.99,90.0,142.0,5.9,95.77,76.46,5.4,71.06
M1200607134,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:04:52+00:00,2021-12-08T19:19:36+00:00,2021.10.12 ~ 2021.12.08,1.6,40.0,16.67,100.0,0.0091,93.78,90.0,62.0,3.4,98.39,77.03,5.4,71.63
M1200607135,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:00:02+00:00,2021-12-07T18:42:37+00:00,2021.10.06 ~ 2021.12.07,1.76,40.0,12.4,100.0,0.007,96.26,79.76,115.0,1.9,99.13,75.86,5.4,70.46
M1200607136,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T15:48:28+00:00,2021-12-08T13:15:35+00:00,2021.10.13 ~ 2021.12.08,2.5,40.0,20.07,100.0,0.0107,91.04,90.0,288.0,1.1,97.92,76.49,5.4,71.09
M1200607138,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:05:27+00:00,2021-11-01T18:25:56+00:00,2021.10.06 ~ 2021.11.01,1.54,40.0,18.59,100.0,0.0076,95.73,90.0,201.0,1.4,99.25,77.5,5.4,72.1
M1200607139,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-10T11:44:12+00:00,2021-11-02T09:25:26+00:00,2021.10.10 ~ 2021.11.02,1.35,40.0,21.11,100.0,0.0096,93.11,78.9,165.0,1.8,92.73,74.12,5.4,68.72
M1200607140,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-02T02:25:09+00:00,2021-12-08T15:45:08+00:00,2021.10.02 ~ 2021.12.08,2.17,40.0,10.47,100.0,0.0061,96.99,90.0,61.0,6.2,96.72,77.28,5.4,71.88
M1200607142,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-03T19:04:17+00:00,2021-12-02T12:05:29+00:00,2021.10.03 ~ 2021.12.02,1.89,40.0,12.83,100.0,0.0089,94.14,77.72,54.0,3.8,92.59,74.08,5.4,68.68
M1200607143,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-15T14:45:05+00:00,2021-12-08T17:40:15+00:00,2021.10.15 ~ 2021.12.08,1.6,40.0,11.16,100.0,0.0113,89.76,90.0,265.0,4.4,94.34,75.68,5.4,70.28
M1200607144,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T10:53:52+00:00,2021-12-03T16:55:42+00:00,2021.10.12 ~ 2021.12.03,0.91,40.0,12.17,100.0,0.0136,83.05,90.0,3.0,55.2,83.33,72.73,5.4,67.33
M1200607146,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-10T17:04:20+00:00,2021-12-08T19:33:44+00:00,2021.10.10 ~ 2021.12.08,2.34,40.0,21.72,100.0,0.0099,92.5,90.0,250.0,4.9,97.4,76.65,5.4,71.25
M1200607148,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T13:00:29+00:00,2021-11-17T09:41:30+00:00,2021.10.06 ~ 2021.11.17,2.21,40.0,18.89,100.0,0.0095,93.17,90.0,156.0,3.7,96.79,76.66,5.4,71.26
M1200607150,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T15:16:02+00:00,2021-12-08T16:30:00+00:00,2021.10.13 ~ 2021.12.08,2.52,40.0,13.23,100.0,0.0094,93.44,90.0,164.0,5.2,99.39,77.14,5.4,71.74
M1200607151,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-18T09:53:35+00:00,2021-12-08T18:04:46+00:00,2021.10.18 ~ 2021.12.08,2.64,40.0,17.31,100.0,0.0106,91.38,90.0,380.0,1.4,97.89,76.55,5.4,71.15
M1200607152,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T15:58:15+00:00,2021-12-07T11:05:07+00:00,2021.10.13 ~ 2021.12.07,3.15,40.0,18.3,100.0,0.0082,95.06,79.62,516.0,1.1,93.31,74.67,5.4,69.27
M1200607153,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:09:08+00:00,2021-12-07T15:17:14+00:00,2021.10.12 ~ 2021.12.07,2.14,40.0,13.2,100.0,0.0075,95.76,90.0,170.0,1.8,98.24,77.33,5.4,71.93
M1200607154,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:18+00:00,2021-11-22T10:51:51+00:00,2021.10.12 ~ 2021.11.22,2.84,40.0,12.21,100.0,0.0057,97.3,90.0,14.0,4.8,78.57,74.31,5.4,68.91
M1200607155,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:12:58+00:00,2021-12-06T19:06:39+00:00,2021.10.12 ~ 2021.12.06,2.35,40.0,16.62,100.0,0.0094,93.46,76.41,165.0,1.1,96.36,74.37,5.4,68.97
M1200607157,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-09T14:37:15+00:00,2021-11-15T10:44:44+00:00,2021.11.09 ~ 2021.11.15,3.23,40.0,18.4,100.0,0.012,88.09,82.81,195.0,0.6,97.44,74.72,5.4,69.32
M1200607158,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-22T11:42:30+00:00,2021-10-22T11:42:30+00:00,2021.10.22 ~ 2021.10.22,,0.0,,0.0,1.8,40.0,80.0,,,80.0,33.33,5.4,27.93
M1200607159,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:13:41+00:00,2021-12-06T16:27:32+00:00,2021.10.13 ~ 2021.12.06,2.0,40.0,14.65,100.0,0.0078,95.48,90.0,212.0,1.6,100.0,77.58,5.4,72.18
M1200607160,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:13:26+00:00,2021-12-08T13:57:48+00:00,2021.10.13 ~ 2021.12.08,1.95,40.0,17.33,100.0,0.0087,94.39,90.0,456.0,1.7,98.14,77.09,5.4,71.69
M1200607162,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:24:38+00:00,2021-12-03T14:58:59+00:00,2021.10.13 ~ 2021.12.03,1.76,40.0,17.24,100.0,0.0073,96.03,90.0,401.0,1.3,98.63,77.44,5.4,72.04
M1200607163,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:13:41+00:00,2021-12-06T17:14:56+00:00,2021.10.13 ~ 2021.12.06,1.99,40.0,16.58,100.0,0.0055,97.39,90.0,310.0,1.2,98.06,77.58,5.4,72.18
M1200607164,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-21T16:21:54+00:00,2021-12-02T18:04:57+00:00,2021.10.21 ~ 2021.12.02,2.84,40.0,15.93,100.0,0.0061,97.02,90.0,96.0,2.5,98.44,77.58,5.4,72.18
M1200607165,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-01T18:17:53+00:00,2021-12-02T17:46:47+00:00,2021.10.01 ~ 2021.12.02,2.13,40.0,16.43,100.0,0.0253,40.0,80.86,473.0,13.8,97.67,66.42,5.4,61.02
M1200607166,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:39+00:00,2021-12-03T00:20:39+00:00,2021.10.12 ~ 2021.12.03,3.42,41.7,14.23,100.0,0.0075,95.83,90.0,16.0,14.9,81.25,75.08,5.4,69.68
M1200607167,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:25+00:00,2021-12-08T23:53:03+00:00,2021.10.12 ~ 2021.12.08,0.19,40.0,15.78,100.0,0.0103,91.81,90.0,249.0,34.7,100.0,76.97,5.4,71.57
M1200607168,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-26T16:45:46+00:00,2021-10-27T09:16:20+00:00,2021.10.26 ~ 2021.10.27,1.42,40.0,13.02,100.0,0.0212,42.8,90.0,,,80.0,65.47,5.4,60.07
M1200607169,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:52:43+00:00,2021-11-19T11:57:27+00:00,2021.10.12 ~ 2021.11.19,0.26,40.0,22.38,100.0,0.0076,95.64,41.03,309.0,37.3,99.35,69.34,5.4,63.94
M1200607170,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-09T18:18:45+00:00,2021-12-08T18:34:38+00:00,2021.10.09 ~ 2021.12.08,2.38,40.0,17.05,100.0,0.0081,95.12,90.0,347.0,1.4,95.1,76.7,5.4,71.3
M1200607173,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:18+00:00,2021-12-08T23:48:07+00:00,2021.10.12 ~ 2021.12.08,0.27,40.0,15.96,100.0,0.0064,96.78,90.0,168.0,19.7,88.39,75.86,5.4,70.46
M1200607174,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:21:59+00:00,2021-12-08T23:41:05+00:00,2021.10.12 ~ 2021.12.08,0.29,40.0,16.89,100.0,0.0072,96.11,90.0,453.0,38.5,100.0,77.68,5.4,72.28
M1200607175,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:10:43+00:00,2021-12-08T23:32:30+00:00,2021.10.06 ~ 2021.12.08,0.3,40.0,21.36,100.0,0.009,94.01,90.0,561.0,21.9,98.31,77.05,5.4,71.65
M1200607176,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:59:47+00:00,2021-12-08T22:59:42+00:00,2021.10.12 ~ 2021.12.08,0.28,40.0,16.47,100.0,0.0085,94.69,90.0,452.0,41.6,99.23,77.32,5.4,71.92
M1200607177,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:14:44+00:00,2021-11-05T12:38:22+00:00,2021.10.12 ~ 2021.11.05,0.17,40.0,17.52,100.0,0.0089,94.09,90.0,125.0,23.6,91.2,75.88,5.4,70.48
M1200607178,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-05T16:31:29+00:00,2021-12-04T17:30:14+00:00,2021.10.05 ~ 2021.12.04,1.26,40.0,13.07,100.0,0.0094,93.44,78.03,481.0,4.6,100.0,75.24,5.4,69.84
M1200607179,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:00+00:00,2021-12-06T16:33:28+00:00,2021.10.06 ~ 2021.12.06,2.37,40.0,15.01,100.0,0.0068,96.41,90.0,274.0,3.6,92.7,76.52,5.4,71.12
M1200607180,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:12:04+00:00,2021-12-03T11:50:34+00:00,2021.10.13 ~ 2021.12.03,2.27,40.0,13.5,100.0,0.0074,95.86,90.0,109.0,10.7,88.07,75.66,5.4,70.26
M1200607181,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:12:51+00:00,2021-10-13T15:08:41+00:00,2021.10.13 ~ 2021.10.13,1.44,40.0,20.49,100.0,0.0083,94.95,90.0,,,80.0,74.16,5.4,68.76
M1200607182,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-10T17:23:39+00:00,2021-12-02T11:04:29+00:00,2021.10.10 ~ 2021.12.02,2.39,40.0,15.52,100.0,0.0377,40.0,90.0,438.0,29.8,97.37,67.9,5.4,62.5
