car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
M2210703831,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:02:16+00:00,2021-12-08T22:58:31+00:00,2021.10.06 ~ 2021.12.08,1.67,40.0,19.49,100.0,0.008,95.21,90.0,696.0,9.1,95.91,76.85,5.4,71.45
M2210703832,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:05+00:00,2021-12-08T23:47:49+00:00,2021.10.12 ~ 2021.12.08,1.08,40.0,17.39,100.0,0.0067,96.55,90.0,222.0,12.9,85.59,75.36,5.4,69.96
M2210703833,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:34+00:00,2021-12-08T23:06:24+00:00,2021.10.12 ~ 2021.12.08,0.91,40.0,16.5,100.0,0.0074,95.91,90.0,243.0,12.6,83.54,74.91,5.4,69.51
M2210703835,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:59:35+00:00,2021-12-08T23:04:59+00:00,2021.10.12 ~ 2021.12.08,0.81,40.0,16.21,100.0,0.0072,96.12,79.64,154.0,10.7,78.57,72.39,5.4,66.99
M2210703836,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:04:25+00:00,2021-10-19T11:14:47+00:00,2021.10.06 ~ 2021.10.19,0.19,40.0,23.06,100.0,0.007,96.29,72.54,11.0,17.3,90.91,73.29,5.4,67.89
M2210703838,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:02:17+00:00,2021-11-12T10:48:18+00:00,2021.10.06 ~ 2021.11.12,0.26,40.0,19.34,100.0,0.0068,96.44,71.01,173.0,13.9,81.5,71.49,5.4,66.09
M2210703839,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T09:50:53+00:00,2021-12-08T23:54:18+00:00,2021.10.13 ~ 2021.12.08,1.41,40.0,18.44,100.0,0.0076,95.64,90.0,283.0,8.0,79.15,74.13,5.4,68.73
M2210703840,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:00+00:00,2021-12-08T23:52:40+00:00,2021.10.06 ~ 2021.12.08,1.28,40.0,18.82,100.0,0.0068,96.4,90.0,439.0,13.8,86.79,75.53,5.4,70.13
M2210703865,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:03+00:00,2021-12-08T22:55:41+00:00,2021.10.12 ~ 2021.12.08,0.9,40.0,17.21,100.0,0.007,96.31,90.0,222.0,13.8,86.26,75.43,5.4,70.03
M2210703867,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:08+00:00,2021-12-08T23:56:28+00:00,2021.10.12 ~ 2021.12.08,0.95,40.0,19.5,100.0,0.0064,96.74,90.0,353.0,16.5,86.12,75.48,5.4,70.08
M2210703868,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:01:11+00:00,2021-12-08T20:59:50+00:00,2021.10.12 ~ 2021.12.08,0.85,40.0,20.17,100.0,0.007,96.29,90.0,243.0,11.5,80.86,74.53,5.4,69.13
M2210703869,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:35+00:00,2021-12-08T23:51:14+00:00,2021.10.06 ~ 2021.12.08,0.89,40.0,20.12,100.0,0.0064,96.76,90.0,234.0,17.1,87.39,75.69,5.4,70.29
M2210703870,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:25+00:00,2021-10-22T14:27:01+00:00,2021.10.06 ~ 2021.10.22,0.22,40.0,16.78,100.0,0.0082,95.06,75.53,30.0,14.4,78.33,71.49,5.4,66.09
M2210703871,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:58:44+00:00,2021-12-08T23:48:44+00:00,2021.10.06 ~ 2021.12.08,1.04,40.0,20.18,100.0,0.0085,94.63,90.0,504.0,21.4,89.98,75.77,5.4,70.37
M2210703872,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:07:54+00:00,2021-10-19T13:08:04+00:00,2021.10.06 ~ 2021.10.19,0.15,40.0,24.04,100.0,0.023,40.0,71.39,87.0,47.2,100.0,65.23,5.4,59.83
M2210703875,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:02:32+00:00,2021-12-08T23:44:43+00:00,2021.10.06 ~ 2021.12.08,1.21,40.0,14.36,100.0,0.0077,95.63,90.0,267.0,9.1,82.77,74.73,5.4,69.33
M2210703876,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:57:48+00:00,2021-12-08T22:54:03+00:00,2021.10.12 ~ 2021.12.08,1.08,40.0,15.72,100.0,0.0085,94.65,90.0,276.0,7.6,74.09,73.12,5.4,67.72
M2210703877,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:28+00:00,2021-12-08T23:44:03+00:00,2021.10.06 ~ 2021.12.08,1.03,40.0,16.5,100.0,0.0084,94.84,90.0,318.0,8.1,67.14,72.0,5.4,66.6
M2210703878,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:59:42+00:00,2021-12-08T23:28:38+00:00,2021.10.12 ~ 2021.12.08,1.22,40.0,16.16,100.0,0.0068,96.44,90.0,238.0,9.8,80.46,74.48,5.4,69.08
M2210703880,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:07:42+00:00,2021-12-08T22:52:38+00:00,2021.10.06 ~ 2021.12.08,1.18,40.0,19.92,100.0,0.007,96.26,90.0,197.0,8.8,78.43,74.11,5.4,68.71
M2210703881,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:31+00:00,2021-12-08T22:47:57+00:00,2021.10.06 ~ 2021.12.08,1.22,40.0,19.93,100.0,0.006,97.06,90.0,188.0,8.8,84.04,75.18,5.4,69.78
M2210703882,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:49:44+00:00,2021-11-10T09:43:38+00:00,2021.10.06 ~ 2021.11.10,0.21,40.0,21.9,100.0,0.0075,95.84,81.83,81.0,27.9,87.65,74.22,5.4,68.82
M2210703883,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:20+00:00,2021-12-08T22:48:08+00:00,2021.10.06 ~ 2021.12.08,1.03,40.0,20.35,100.0,0.0073,96.04,90.0,185.0,10.9,81.08,74.52,5.4,69.12
M2210703884,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:13:02+00:00,2021-12-08T23:49:27+00:00,2021.10.06 ~ 2021.12.08,1.66,40.0,17.54,100.0,0.0071,96.18,90.0,264.0,9.5,75.19,73.56,5.4,68.16
M2210703885,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:01:09+00:00,2021-12-08T23:37:19+00:00,2021.10.12 ~ 2021.12.08,0.82,40.0,15.17,100.0,0.0064,96.74,90.0,271.0,14.7,81.92,74.78,5.4,69.38
M2210703886,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-05T15:51:01+00:00,2021-12-08T22:49:31+00:00,2021.10.05 ~ 2021.12.08,1.25,40.0,15.89,100.0,0.0082,95.01,90.0,260.0,5.8,70.96,72.66,5.4,67.26
M2210703887,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:14+00:00,2021-12-08T22:56:52+00:00,2021.10.12 ~ 2021.12.08,1.39,40.0,16.59,100.0,0.0088,94.26,90.0,293.0,8.2,74.06,73.05,5.4,67.65
M2210703888,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:01:22+00:00,2021-11-22T09:29:43+00:00,2021.10.12 ~ 2021.11.22,0.48,40.0,16.46,100.0,0.0072,96.04,90.0,159.0,13.8,75.47,73.58,5.4,68.18
M2210703889,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:52:29+00:00,2021-12-08T23:08:54+00:00,2021.10.13 ~ 2021.12.08,1.1,40.0,19.01,100.0,0.0076,95.68,90.0,301.0,13.0,79.73,74.24,5.4,68.84
M2210703890,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:00:16+00:00,2021-12-08T23:28:02+00:00,2021.10.06 ~ 2021.12.08,1.03,40.0,19.8,100.0,0.0066,96.58,90.0,276.0,13.8,83.33,74.99,5.4,69.59
M2210703891,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:58:52+00:00,2021-11-09T11:08:09+00:00,2021.10.06 ~ 2021.11.09,0.24,40.0,18.57,100.0,0.0071,96.2,74.95,104.0,17.6,84.13,72.55,5.4,67.15
M2210703892,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:03:27+00:00,2021-12-08T23:28:56+00:00,2021.10.06 ~ 2021.12.08,1.31,40.0,16.5,100.0,0.0085,94.6,90.0,356.0,14.0,79.21,73.97,5.4,68.57
M2210703893,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:09:37+00:00,2021-12-08T23:51:33+00:00,2021.10.06 ~ 2021.12.08,1.32,40.0,19.55,100.0,0.0067,96.54,90.0,204.0,11.0,83.82,75.06,5.4,69.66
M2210703894,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:01:05+00:00,2021-12-08T23:57:41+00:00,2021.10.06 ~ 2021.12.08,1.06,40.0,19.73,100.0,0.0076,95.73,90.0,209.0,13.8,85.41,75.19,5.4,69.79
M2210703895,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:49+00:00,2021-12-08T23:09:59+00:00,2021.10.12 ~ 2021.12.08,1.41,40.0,17.23,100.0,0.0069,96.34,90.0,256.0,9.9,84.18,75.09,5.4,69.69
M2210703896,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:39+00:00,2021-12-08T22:51:39+00:00,2021.10.06 ~ 2021.12.08,1.05,40.0,17.49,100.0,0.0074,95.92,90.0,292.0,12.5,74.14,73.34,5.4,67.94
M2210703897,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T15:03:47+00:00,2021-12-08T23:13:45+00:00,2021.10.13 ~ 2021.12.08,1.17,40.0,17.92,100.0,0.0084,94.73,90.0,247.0,8.8,70.24,72.5,5.4,67.1
M2210703898,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:26+00:00,2021-12-08T23:49:51+00:00,2021.10.12 ~ 2021.12.08,1.15,40.0,19.57,100.0,0.0073,95.95,90.0,300.0,9.6,74.5,73.41,5.4,68.01
M2210703899,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:03:38+00:00,2021-12-08T23:22:49+00:00,2021.10.12 ~ 2021.12.08,1.2,40.0,19.47,100.0,0.0068,96.48,90.0,256.0,9.7,73.83,73.39,5.4,67.99
M2210703900,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:01:04+00:00,2021-12-08T22:57:12+00:00,2021.10.06 ~ 2021.12.08,0.88,40.0,15.06,100.0,0.0073,96.02,90.0,284.0,12.4,79.93,74.33,5.4,68.93
M2210703901,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:05:26+00:00,2021-10-13T20:19:52+00:00,2021.10.06 ~ 2021.10.13,0.2,40.0,27.01,100.0,0.0052,97.59,75.64,2.0,20.8,100.0,75.54,5.4,70.14
M2210703902,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:05:04+00:00,2021-12-08T22:59:47+00:00,2021.10.06 ~ 2021.12.08,0.97,40.0,15.34,100.0,0.0082,95.06,90.0,303.0,11.4,71.29,72.72,5.4,67.32
M2210703903,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:04:01+00:00,2021-12-08T23:03:52+00:00,2021.10.06 ~ 2021.12.08,1.17,40.0,22.0,100.0,0.0082,94.98,90.0,424.0,9.0,79.13,74.02,5.4,68.62
M2210703904,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:20:53+00:00,2021-12-08T23:52:35+00:00,2021.10.12 ~ 2021.12.08,1.09,40.0,15.46,100.0,0.0081,95.16,90.0,264.0,12.0,77.27,73.74,5.4,68.34
M2210703905,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:08:28+00:00,2021-12-08T23:12:42+00:00,2021.10.06 ~ 2021.12.08,1.05,40.0,16.74,100.0,0.0066,96.58,90.0,165.0,12.7,88.79,75.9,5.4,70.5
M2210703906,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T15:06:09+00:00,2021-12-08T22:46:00+00:00,2021.10.13 ~ 2021.12.08,1.38,40.0,15.82,100.0,0.0075,95.84,90.0,134.0,6.2,79.48,74.22,5.4,68.82
M2210703907,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:41+00:00,2021-12-08T23:14:23+00:00,2021.10.06 ~ 2021.12.08,1.16,40.0,20.59,100.0,0.0072,96.06,90.0,310.0,6.8,75.0,73.51,5.4,68.11
M2210703908,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-13T14:36:31+00:00,2021-12-08T20:26:41+00:00,2021.10.13 ~ 2021.12.08,1.32,40.0,16.1,100.0,0.0096,93.14,90.0,287.0,7.6,73.34,72.75,5.4,67.35
M2210703909,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:45+00:00,2021-10-15T10:20:02+00:00,2021.10.06 ~ 2021.10.15,0.2,40.0,22.68,100.0,0.0072,96.09,90.0,11.0,10.9,63.64,71.62,5.4,66.22
M2210703910,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:06:14+00:00,2021-11-02T12:42:28+00:00,2021.10.06 ~ 2021.11.02,0.21,40.0,19.12,100.0,0.0075,95.83,77.77,63.0,21.0,90.48,74.01,5.4,68.61
M2210703949,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:09:27+00:00,2021-12-08T23:33:20+00:00,2021.10.06 ~ 2021.12.08,1.06,40.0,15.9,100.0,0.0067,96.54,90.0,173.0,12.2,85.55,75.35,5.4,69.95
M2210703950,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:34+00:00,2021-12-08T23:42:17+00:00,2021.10.06 ~ 2021.12.08,0.76,40.0,16.78,100.0,0.0082,94.98,90.0,209.0,15.0,85.89,75.14,5.4,69.74
M2210703951,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T10:22:21+00:00,2021-12-08T23:19:06+00:00,2021.11.17 ~ 2021.12.08,0.3,40.0,11.27,100.0,0.0084,94.84,90.0,76.0,15.8,82.24,74.51,5.4,69.11
M2210703952,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:51+00:00,2021-12-08T23:17:49+00:00,2021.10.06 ~ 2021.12.08,1.37,40.0,20.21,100.0,0.0068,96.47,90.0,409.0,6.3,91.69,76.36,5.4,70.96
M2210703953,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:41:59+00:00,2021-12-08T23:15:03+00:00,2021.10.12 ~ 2021.12.08,1.32,40.0,19.73,100.0,0.0064,96.78,90.0,328.0,8.0,90.09,76.15,5.4,70.75
M2210703954,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:26+00:00,2021-12-08T23:09:06+00:00,2021.10.06 ~ 2021.12.08,0.98,40.0,19.56,100.0,0.007,96.3,90.0,237.0,16.5,87.13,75.57,5.4,70.17
M2210703955,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:01:58+00:00,2021-12-08T23:17:21+00:00,2021.10.12 ~ 2021.12.08,0.86,40.0,18.62,100.0,0.0065,96.67,90.0,193.0,14.2,86.01,75.45,5.4,70.05
M2210703956,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:20+00:00,2021-11-06T15:29:47+00:00,2021.10.06 ~ 2021.11.06,0.24,40.0,18.94,100.0,0.0063,96.87,79.12,97.0,13.9,73.2,71.53,5.4,66.13
M2210703957,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:01:33+00:00,2021-12-08T23:31:40+00:00,2021.10.06 ~ 2021.12.08,1.15,40.0,19.58,100.0,0.0083,94.96,90.0,377.0,12.1,80.37,74.22,5.4,68.82
M2210703958,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:01:24+00:00,2021-12-08T23:32:12+00:00,2021.10.12 ~ 2021.12.08,1.36,40.0,19.07,100.0,0.0078,95.51,90.0,282.0,10.0,81.38,74.48,5.4,69.08
M2210703959,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:10:25+00:00,2021-12-08T23:43:56+00:00,2021.10.06 ~ 2021.12.08,1.08,40.0,18.42,100.0,0.007,96.24,90.0,248.0,10.2,72.78,73.17,5.4,67.77
M2210703960,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:11:07+00:00,2021-12-08T23:07:35+00:00,2021.10.06 ~ 2021.12.08,0.99,40.0,20.2,100.0,0.0057,97.26,90.0,337.0,18.2,86.5,75.63,5.4,70.23
M2210703961,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:00:36+00:00,2021-12-08T23:48:38+00:00,2021.10.12 ~ 2021.12.08,1.13,40.0,16.75,100.0,0.0069,96.33,90.0,262.0,12.8,81.11,74.57,5.4,69.17
M2210703962,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:09:07+00:00,2021-12-08T23:55:57+00:00,2021.10.06 ~ 2021.12.08,1.09,40.0,16.14,100.0,0.0069,96.4,90.0,270.0,10.4,75.37,73.63,5.4,68.23
M2210703963,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:03:48+00:00,2021-12-08T23:09:06+00:00,2021.10.12 ~ 2021.12.08,1.09,40.0,16.24,100.0,0.0095,93.3,90.0,401.0,24.4,86.03,74.89,5.4,69.49
M2210703964,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:02:04+00:00,2021-11-17T14:02:52+00:00,2021.10.12 ~ 2021.11.17,0.24,40.0,16.75,100.0,0.0066,96.58,82.78,109.0,24.9,82.57,73.65,5.4,68.25
M2210703965,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:04:19+00:00,2021-12-08T22:54:34+00:00,2021.10.06 ~ 2021.12.08,0.99,40.0,17.82,100.0,0.0088,94.22,90.0,293.0,21.5,91.98,76.03,5.4,70.63
M2210703966,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T14:40:21+00:00,2021-12-08T23:51:39+00:00,2021.10.12 ~ 2021.12.08,1.12,40.0,17.54,100.0,0.0079,95.34,90.0,339.0,12.1,85.1,75.07,5.4,69.67
M2210703967,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:08:12+00:00,2021-12-08T23:34:01+00:00,2021.10.06 ~ 2021.12.08,0.87,40.0,22.14,100.0,0.0067,96.52,90.0,392.0,12.8,83.29,74.97,5.4,69.57
M2210703968,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T15:06:03+00:00,2021-12-08T23:31:48+00:00,2021.10.06 ~ 2021.12.08,1.08,40.0,17.22,100.0,0.0078,95.52,90.0,278.0,10.6,78.42,73.99,5.4,68.59
M2210703969,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-12T13:59:34+00:00,2021-12-08T23:26:45+00:00,2021.10.12 ~ 2021.12.08,1.11,40.0,17.4,100.0,0.0076,95.71,90.0,275.0,9.7,80.91,74.44,5.4,69.04
M2210703976,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-17T16:14:09+00:00,2021-12-08T13:56:25+00:00,2021.11.17 ~ 2021.12.08,,0.0,22.94,100.0,0.0155,75.48,90.0,3.0,16.8,83.33,58.14,5.4,52.74
M2210703996,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-09T18:02:50+00:00,2021-12-08T23:21:46+00:00,2021.11.09 ~ 2021.12.08,0.37,40.0,15.74,100.0,0.0093,93.5,90.0,63.0,13.0,91.27,75.8,5.4,70.4
M2210704000,Niro,소형,4.92,2021.0,1.0,2021.01,2021-10-06T14:59:25+00:00,2021-12-08T23:52:17+00:00,2021.10.06 ~ 2021.12.08,1.44,40.0,20.69,100.0,0.0074,95.88,90.0,443.0,10.7,80.02,74.32,5.4,68.92
M2210704121,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-08T15:38:55+00:00,2021-12-08T23:05:59+00:00,2021.12.08 ~ 2021.12.08,2.97,40.0,13.22,100.0,0.0065,96.68,90.0,3.0,4.2,50.0,69.45,5.4,64.05
M2210704122,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T08:20:32+00:00,2021-12-08T23:48:02+00:00,2021.12.01 ~ 2021.12.08,2.58,40.0,11.4,100.0,0.0084,94.82,90.0,63.0,7.7,93.65,76.41,5.4,71.01
M2210704123,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-30T16:02:06+00:00,2021-12-08T21:14:24+00:00,2021.11.30 ~ 2021.12.08,2.17,40.0,11.72,100.0,0.0062,96.94,90.0,18.0,2.8,77.78,74.12,5.4,68.72
M2210704124,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T15:21:46+00:00,2021-12-08T22:50:28+00:00,2021.11.29 ~ 2021.12.08,2.44,40.0,14.12,100.0,0.0088,94.28,90.0,23.0,8.6,86.96,75.21,5.4,69.81
M2210704125,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T10:40:31+00:00,2021-12-08T19:24:16+00:00,2021.11.29 ~ 2021.12.08,2.34,40.0,12.65,100.0,0.0063,96.85,100.0,49.0,2.8,82.65,76.58,5.4,71.18
M2210704126,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T13:51:09+00:00,2021-12-08T23:52:12+00:00,2021.12.01 ~ 2021.12.08,2.51,40.0,12.1,100.0,0.0102,92.05,90.0,41.0,4.9,100.0,77.01,5.4,71.61
M2210704127,Niro,소형,4.92,2021.0,1.0,2021.01,1980-01-06T00:00:37+00:00,2021-12-05T18:12:26+00:00,1980.01.06 ~ 2021.12.05,2.03,40.0,15.38,100.0,0.0093,93.5,90.0,3.0,2.8,50.0,68.92,5.4,63.52
M2210704128,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T15:06:58+00:00,2021-12-08T23:51:23+00:00,2021.11.29 ~ 2021.12.08,2.66,40.0,13.08,100.0,0.0063,96.87,90.0,17.0,7.7,97.06,77.32,5.4,71.92
M2210704129,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T11:29:35+00:00,2021-12-08T23:50:53+00:00,2021.12.01 ~ 2021.12.08,3.21,40.0,17.0,100.0,0.0109,90.72,90.0,158.0,2.8,89.24,74.99,5.4,69.59
M2210704130,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-22T17:09:02+00:00,2021-12-08T22:22:28+00:00,2021.11.22 ~ 2021.12.08,2.5,40.0,12.76,100.0,0.0104,91.64,90.0,125.0,0.7,92.4,75.67,5.4,70.27
M2210704131,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-01T10:48:15+00:00,2021-12-08T23:41:55+00:00,2021.12.01 ~ 2021.12.08,2.94,40.0,12.18,100.0,0.0081,95.13,90.0,15.0,5.2,86.67,75.3,5.4,69.9
M2210704132,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-29T18:39:16+00:00,2021-12-08T23:22:06+00:00,2021.11.29 ~ 2021.12.08,1.21,40.0,19.37,100.0,0.4835,40.0,80.0,526.0,52.9,96.86,66.14,5.4,60.74
M2210704133,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-03T15:10:51+00:00,2021-12-08T22:57:54+00:00,2021.12.03 ~ 2021.12.08,2.64,40.0,13.55,100.0,0.0089,94.1,90.0,19.0,5.0,57.89,70.33,5.4,64.93
M2210704134,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-02T17:19:47+00:00,2021-12-08T23:50:21+00:00,2021.12.02 ~ 2021.12.08,2.57,40.0,12.66,100.0,0.0134,84.0,90.0,122.0,1.5,99.18,75.53,5.4,70.13
M2210704136,Niro,소형,4.92,2021.0,1.0,2021.01,2021-12-08T14:07:06+00:00,2021-12-08T23:52:47+00:00,2021.12.08 ~ 2021.12.08,1.95,40.0,11.07,100.0,0.0054,97.47,90.0,2.0,0.5,50.0,69.58,5.4,64.18
M2210704137,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-30T16:26:23+00:00,2021-12-08T23:47:25+00:00,2021.11.30 ~ 2021.12.08,1.83,40.0,6.83,100.0,0.0329,40.0,90.0,147.0,17.4,97.28,67.88,5.4,62.48
M2211120045,Niro,소형,4.92,2021.0,1.0,2021.01,2021-11-10T13:33:19+00:00,2021-11-10T13:37:42+00:00,2021.11.10 ~ 2021.11.10,,0.0,20.82,100.0,,99.33,72.86,,,80.0,58.7,5.4,53.3
